2025-03-23 00:37:47 +07 LOG:  checkpoint starting: time
2025-03-23 00:37:48 +07 LOG:  checkpoint complete: wrote 13 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=1.306 s, sync=0.007 s, total=1.317 s; sync files=13, longest=0.001 s, average=0.001 s; distance=17 kB, estimate=24576 kB; lsn=0/6F2B040, redo lsn=0/6F2AFE8
2025-03-23 00:57:47 +07 LOG:  checkpoint starting: time
2025-03-23 00:57:52 +07 LOG:  checkpoint complete: wrote 46 buffers (0.3%); 0 WAL file(s) added, 0 removed, 0 recycled; write=4.677 s, sync=0.015 s, total=4.696 s; sync files=35, longest=0.001 s, average=0.001 s; distance=81 kB, estimate=22126 kB; lsn=0/6F3F7B0, redo lsn=0/6F3F758
2025-03-23 01:17:47 +07 LOG:  checkpoint starting: time
2025-03-23 01:20:47 +07 LOG:  skipping vacuum of "stock_location" --- lock not available
2025-03-23 01:22:12 +07 LOG:  checkpoint complete: wrote 2435 buffers (14.9%); 0 WAL file(s) added, 0 removed, 2 recycled; write=264.451 s, sync=0.259 s, total=264.717 s; sync files=975, longest=0.003 s, average=0.001 s; distance=24131 kB, estimate=24131 kB; lsn=0/A0E9690, redo lsn=0/86D0500
2025-03-23 01:22:47 +07 LOG:  checkpoint starting: time
2025-03-23 01:27:17 +07 LOG:  checkpoint complete: wrote 3036 buffers (18.5%); 0 WAL file(s) added, 0 removed, 2 recycled; write=270.076 s, sync=0.246 s, total=270.329 s; sync files=665, longest=0.001 s, average=0.001 s; distance=28009 kB, estimate=28009 kB; lsn=0/AD89060, redo lsn=0/A22A988
2025-03-23 01:27:47 +07 LOG:  checkpoint starting: time
2025-03-23 01:30:54 +07 LOG:  checkpoint complete: wrote 1723 buffers (10.5%); 0 WAL file(s) added, 0 removed, 0 recycled; write=186.742 s, sync=0.097 s, total=186.843 s; sync files=216, longest=0.002 s, average=0.001 s; distance=11678 kB, estimate=26376 kB; lsn=0/ADF93D0, redo lsn=0/AD921F8
2025-03-23 01:32:47 +07 LOG:  checkpoint starting: time
2025-03-23 01:32:54 +07 LOG:  checkpoint complete: wrote 72 buffers (0.4%); 0 WAL file(s) added, 0 removed, 0 recycled; write=7.704 s, sync=0.011 s, total=7.719 s; sync files=23, longest=0.001 s, average=0.001 s; distance=470 kB, estimate=23785 kB; lsn=0/AE07D68, redo lsn=0/AE07CE8
2025-03-23 01:42:47 +07 LOG:  checkpoint starting: time
2025-03-23 01:42:50 +07 LOG:  checkpoint complete: wrote 27 buffers (0.2%); 0 WAL file(s) added, 0 removed, 0 recycled; write=2.824 s, sync=0.012 s, total=2.840 s; sync files=27, longest=0.001 s, average=0.001 s; distance=26 kB, estimate=21409 kB; lsn=0/AE0E5C8, redo lsn=0/AE0E538
2025-03-23 01:52:47 +07 LOG:  checkpoint starting: time
2025-03-23 01:52:50 +07 LOG:  checkpoint complete: wrote 28 buffers (0.2%); 0 WAL file(s) added, 0 removed, 0 recycled; write=2.932 s, sync=0.011 s, total=2.948 s; sync files=25, longest=0.001 s, average=0.001 s; distance=80 kB, estimate=19276 kB; lsn=0/AE22860, redo lsn=0/AE22808
2025-03-23 01:57:47 +07 LOG:  checkpoint starting: time
2025-03-23 01:57:50 +07 LOG:  could not receive data from client: An existing connection was forcibly closed by the remote host.
	
2025-03-23 01:57:50 +07 LOG:  could not receive data from client: An existing connection was forcibly closed by the remote host.
	
2025-03-23 01:57:50 +07 LOG:  could not receive data from client: An existing connection was forcibly closed by the remote host.
	
2025-03-23 01:57:50 +07 LOG:  could not receive data from client: An existing connection was forcibly closed by the remote host.
	
2025-03-23 01:57:50 +07 LOG:  could not receive data from client: An existing connection was forcibly closed by the remote host.
	
2025-03-23 01:57:50 +07 LOG:  could not receive data from client: An existing connection was forcibly closed by the remote host.
	
2025-03-23 01:57:50 +07 LOG:  could not receive data from client: An existing connection was forcibly closed by the remote host.
	
2025-03-23 01:57:50 +07 LOG:  could not receive data from client: An existing connection was forcibly closed by the remote host.
	
2025-03-23 01:57:51 +07 LOG:  checkpoint complete: wrote 39 buffers (0.2%); 0 WAL file(s) added, 0 removed, 0 recycled; write=3.888 s, sync=0.014 s, total=3.906 s; sync files=33, longest=0.001 s, average=0.001 s; distance=110 kB, estimate=17360 kB; lsn=0/AE3E2F0, redo lsn=0/AE3E298
2025-03-23 14:56:06 +07 LOG:  checkpoint starting: time
2025-03-23 14:56:10 +07 LOG:  checkpoint complete: wrote 38 buffers (0.2%); 0 WAL file(s) added, 0 removed, 0 recycled; write=3.816 s, sync=0.018 s, total=3.841 s; sync files=31, longest=0.002 s, average=0.001 s; distance=118 kB, estimate=15635 kB; lsn=0/AE5BC48, redo lsn=0/AE5BBF0
2025-03-23 15:01:06 +07 LOG:  checkpoint starting: time
2025-03-23 15:01:10 +07 LOG:  checkpoint complete: wrote 44 buffers (0.3%); 0 WAL file(s) added, 0 removed, 0 recycled; write=4.655 s, sync=0.019 s, total=4.680 s; sync files=33, longest=0.002 s, average=0.001 s; distance=166 kB, estimate=14088 kB; lsn=0/AE85730, redo lsn=0/AE856A0
2025-03-23 15:06:06 +07 LOG:  checkpoint starting: time
2025-03-23 15:06:11 +07 LOG:  checkpoint complete: wrote 47 buffers (0.3%); 0 WAL file(s) added, 0 removed, 0 recycled; write=4.978 s, sync=0.015 s, total=4.999 s; sync files=26, longest=0.002 s, average=0.001 s; distance=218 kB, estimate=12701 kB; lsn=0/AEBC178, redo lsn=0/AEBC120
2025-03-23 15:26:06 +07 LOG:  checkpoint starting: time
2025-03-23 15:26:07 +07 LOG:  checkpoint complete: wrote 11 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.866 s, sync=0.010 s, total=0.881 s; sync files=10, longest=0.002 s, average=0.001 s; distance=35 kB, estimate=11435 kB; lsn=0/AEC4F40, redo lsn=0/AEC4EE8
2025-03-23 15:41:06 +07 LOG:  checkpoint starting: time
2025-03-23 15:41:08 +07 LOG:  checkpoint complete: wrote 13 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=1.314 s, sync=0.011 s, total=1.334 s; sync files=11, longest=0.002 s, average=0.001 s; distance=44 kB, estimate=10296 kB; lsn=0/AED0148, redo lsn=0/AED00F0
2025-03-23 15:51:06 +07 LOG:  checkpoint starting: time
2025-03-23 15:51:09 +07 LOG:  checkpoint complete: wrote 30 buffers (0.2%); 0 WAL file(s) added, 0 removed, 0 recycled; write=3.153 s, sync=0.016 s, total=3.175 s; sync files=22, longest=0.002 s, average=0.001 s; distance=105 kB, estimate=9277 kB; lsn=0/AEEA860, redo lsn=0/AEEA808
2025-03-23 15:56:06 +07 LOG:  checkpoint starting: time
2025-03-23 15:56:10 +07 LOG:  checkpoint complete: wrote 43 buffers (0.3%); 0 WAL file(s) added, 0 removed, 0 recycled; write=4.327 s, sync=0.020 s, total=4.353 s; sync files=32, longest=0.002 s, average=0.001 s; distance=144 kB, estimate=8363 kB; lsn=0/AF0E9F0, redo lsn=0/AF0E960
2025-03-23 16:01:06 +07 LOG:  checkpoint starting: time
2025-03-23 16:01:10 +07 LOG:  checkpoint complete: wrote 35 buffers (0.2%); 0 WAL file(s) added, 0 removed, 0 recycled; write=3.691 s, sync=0.017 s, total=3.714 s; sync files=30, longest=0.002 s, average=0.001 s; distance=111 kB, estimate=7538 kB; lsn=0/AF33C80, redo lsn=0/AF2A910
2025-03-23 16:06:06 +07 LOG:  checkpoint starting: time
2025-03-23 16:06:08 +07 LOG:  checkpoint complete: wrote 19 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=1.951 s, sync=0.013 s, total=1.971 s; sync files=18, longest=0.002 s, average=0.001 s; distance=48 kB, estimate=6789 kB; lsn=0/AF36A18, redo lsn=0/AF369C0
2025-03-23 16:11:06 +07 LOG:  checkpoint starting: time
2025-03-23 16:11:08 +07 LOG:  checkpoint complete: wrote 18 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=1.837 s, sync=0.012 s, total=1.855 s; sync files=17, longest=0.002 s, average=0.001 s; distance=45 kB, estimate=6115 kB; lsn=0/AF42090, redo lsn=0/AF41FE8
2025-03-23 16:16:06 +07 LOG:  checkpoint starting: time
2025-03-23 16:16:10 +07 LOG:  checkpoint complete: wrote 38 buffers (0.2%); 0 WAL file(s) added, 0 removed, 0 recycled; write=4.015 s, sync=0.028 s, total=4.050 s; sync files=30, longest=0.004 s, average=0.001 s; distance=162 kB, estimate=5519 kB; lsn=0/AF6AA48, redo lsn=0/AF6A9F0
2025-03-23 16:21:06 +07 LOG:  checkpoint starting: time
2025-03-23 16:21:08 +07 LOG:  checkpoint complete: wrote 26 buffers (0.2%); 0 WAL file(s) added, 0 removed, 0 recycled; write=2.706 s, sync=0.013 s, total=2.725 s; sync files=24, longest=0.001 s, average=0.001 s; distance=89 kB, estimate=4976 kB; lsn=0/AF81028, redo lsn=0/AF80FD0
2025-03-23 16:26:06 +07 LOG:  checkpoint starting: time
2025-03-23 16:26:10 +07 LOG:  checkpoint complete: wrote 39 buffers (0.2%); 0 WAL file(s) added, 0 removed, 0 recycled; write=3.914 s, sync=0.017 s, total=3.937 s; sync files=32, longest=0.002 s, average=0.001 s; distance=143 kB, estimate=4493 kB; lsn=0/AFA4FB0, redo lsn=0/AFA4F58
2025-03-23 16:31:06 +07 LOG:  checkpoint starting: time
2025-03-23 16:31:08 +07 LOG:  checkpoint complete: wrote 18 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=1.836 s, sync=0.012 s, total=1.855 s; sync files=16, longest=0.002 s, average=0.001 s; distance=49 kB, estimate=4049 kB; lsn=0/AFB14D8, redo lsn=0/AFB1480
2025-03-23 16:56:06 +07 LOG:  checkpoint starting: time
2025-03-23 16:56:10 +07 LOG:  checkpoint complete: wrote 37 buffers (0.2%); 0 WAL file(s) added, 0 removed, 0 recycled; write=3.680 s, sync=0.017 s, total=3.702 s; sync files=31, longest=0.002 s, average=0.001 s; distance=111 kB, estimate=3655 kB; lsn=0/AFCD1C0, redo lsn=0/AFCD168
2025-03-23 17:11:06 +07 LOG:  checkpoint starting: time
2025-03-23 17:11:08 +07 LOG:  checkpoint complete: wrote 16 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=1.628 s, sync=0.011 s, total=1.644 s; sync files=13, longest=0.001 s, average=0.001 s; distance=55 kB, estimate=3295 kB; lsn=0/AFDAF88, redo lsn=0/AFDAF30
2025-03-23 17:26:06 +07 LOG:  checkpoint starting: time
2025-03-23 17:26:07 +07 LOG:  checkpoint complete: wrote 18 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=1.630 s, sync=0.012 s, total=1.648 s; sync files=16, longest=0.002 s, average=0.001 s; distance=44 kB, estimate=2970 kB; lsn=0/AFE6178, redo lsn=0/AFE60E8
2025-03-23 17:51:06 +07 LOG:  checkpoint starting: time
2025-03-23 17:51:13 +07 LOG:  checkpoint complete: wrote 58 buffers (0.4%); 0 WAL file(s) added, 0 removed, 1 recycled; write=6.181 s, sync=0.029 s, total=6.218 s; sync files=48, longest=0.002 s, average=0.001 s; distance=157 kB, estimate=2688 kB; lsn=0/B016DC0, redo lsn=0/B00D5A8
2025-03-23 17:56:06 +07 LOG:  checkpoint starting: time
2025-03-23 17:56:22 +07 LOG:  checkpoint complete: wrote 155 buffers (0.9%); 0 WAL file(s) added, 0 removed, 0 recycled; write=16.437 s, sync=0.055 s, total=16.498 s; sync files=117, longest=0.002 s, average=0.001 s; distance=334 kB, estimate=2453 kB; lsn=0/B065AA0, redo lsn=0/B060E18
2025-03-23 18:01:06 +07 LOG:  checkpoint starting: time
2025-03-23 18:01:11 +07 LOG:  checkpoint complete: wrote 48 buffers (0.3%); 0 WAL file(s) added, 0 removed, 0 recycled; write=5.072 s, sync=0.019 s, total=5.097 s; sync files=38, longest=0.001 s, average=0.001 s; distance=191 kB, estimate=2227 kB; lsn=0/B090C80, redo lsn=0/B090BF0
2025-03-23 18:06:06 +07 LOG:  checkpoint starting: time
2025-03-23 18:06:11 +07 LOG:  checkpoint complete: wrote 46 buffers (0.3%); 0 WAL file(s) added, 0 removed, 0 recycled; write=4.877 s, sync=0.022 s, total=4.904 s; sync files=40, longest=0.002 s, average=0.001 s; distance=136 kB, estimate=2018 kB; lsn=0/B0B2EA0, redo lsn=0/B0B2E48
2025-03-23 18:11:06 +07 LOG:  checkpoint starting: time
2025-03-23 18:11:10 +07 LOG:  checkpoint complete: wrote 38 buffers (0.2%); 0 WAL file(s) added, 0 removed, 0 recycled; write=3.782 s, sync=0.016 s, total=3.804 s; sync files=31, longest=0.002 s, average=0.001 s; distance=147 kB, estimate=1831 kB; lsn=0/B0DC100, redo lsn=0/B0D7C28
2025-03-23 18:16:06 +07 LOG:  checkpoint starting: time
2025-03-23 18:16:12 +07 LOG:  checkpoint complete: wrote 53 buffers (0.3%); 0 WAL file(s) added, 0 removed, 0 recycled; write=5.627 s, sync=0.023 s, total=5.658 s; sync files=44, longest=0.002 s, average=0.001 s; distance=123 kB, estimate=1660 kB; lsn=0/B0F69B8, redo lsn=0/B0F6960
2025-03-23 18:21:06 +07 LOG:  checkpoint starting: time
2025-03-23 18:21:07 +07 LOG:  checkpoint complete: wrote 10 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.967 s, sync=0.009 s, total=0.983 s; sync files=10, longest=0.002 s, average=0.001 s; distance=27 kB, estimate=1497 kB; lsn=0/B0FD980, redo lsn=0/B0FD928
2025-03-23 18:26:06 +07 LOG:  checkpoint starting: time
2025-03-23 18:26:07 +07 LOG:  checkpoint complete: wrote 19 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=1.740 s, sync=0.013 s, total=1.759 s; sync files=14, longest=0.003 s, average=0.001 s; distance=86 kB, estimate=1356 kB; lsn=0/B113400, redo lsn=0/B1133A8
2025-03-23 18:29:00 +07 LOG:  could not receive data from client: An existing connection was forcibly closed by the remote host.
	
2025-03-23 18:29:00 +07 LOG:  could not receive data from client: An existing connection was forcibly closed by the remote host.
	
2025-03-23 18:29:00 +07 LOG:  could not receive data from client: An existing connection was forcibly closed by the remote host.
	
2025-03-23 18:29:00 +07 LOG:  could not receive data from client: An existing connection was forcibly closed by the remote host.
	
2025-03-23 18:29:00 +07 LOG:  could not receive data from client: An existing connection was forcibly closed by the remote host.
	
2025-03-23 18:29:00 +07 LOG:  could not receive data from client: An existing connection was forcibly closed by the remote host.
	
2025-03-23 18:35:54 +07 ERROR:  canceling statement due to user request
2025-03-23 18:35:54 +07 LOG:  shutting down
2025-03-23 18:35:54 +07 LOG:  checkpoint starting: shutdown immediate
2025-03-23 18:35:54 +07 LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.001 s, sync=0.001 s, total=0.007 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=1220 kB; lsn=0/B1134B0, redo lsn=0/B1134B0
